sgrna,Gene,control_count,treatment_count,control_mean,treat_mean,LFC,control_var,adj_var,score,p.low,p.high,p.twosided,FDR,high_in_treatment
VN1R2-5,VN1R2,3819.8/4211.7/4036,4490.7/4101.1/4030.1,4019.3,4202.5,0.064288,38544,28020,1.0944,0.86312,0.13688,0.27376,0.29727,True
RPS11-8,RPS11,1186.2/1218.9/1168.8,971.8/1228.7/1113.5,1191.1,1099.6,-0.11524,647.2,7220,1.0771,0.14072,0.85928,0.28144,0.30527,False
DMRTC2-3,DMRTC2,3507.7/3371.4/3163,3747.6/3067.5/2809.7,3344.4,3184.7,-0.070553,30152,22822,1.0569,0.14528,0.85472,0.29056,0.31481,False
RPL3-5,RPL3,6182.6/5956/6611.7,6911.6/6160.8/6358.3,6244.3,6469.2,0.051056,110960,45833,1.0509,0.85334,0.14666,0.29332,0.31744,True
RPL34-2,RPL34,1872.6/2179.3/1799.4,2153.5/1995.1/2026.6,1943.7,2057.3,0.08189,40686,12459,1.0175,0.84555,0.15445,0.3089,0.33391,True
OC90-9,OC90,3887.8/3270.7/3584.4,3609.8/3489/4103.3,3572.1,3724.9,0.060407,95316,24563,0.97485,0.83518,0.16482,0.32964,0.35593,True
DMRTC2-1,DMRTC2,4381.8/4863.6/4274.1,4916.7/4751/4368.2,4499.4,4672.9,0.05458,98627,31782,0.97333,0.8348,0.1652,0.33039,0.35635,True
IL22-7,IL22,3648.5/4208.9/3783.5,3525.2/3788.6/3842.3,3873.1,3716.1,-0.059698,85638,26885,0.95774,0.1691,0.8309,0.33819,0.36435,False
PSMC1-3,PSMC1,5888.7/5847.1/5777.7,5136.4/6058.2/5777.4,5837.6,5643.9,-0.048678,3142.1,42511,0.93954,0.17373,0.82627,0.34745,0.37391,False
LYZL6-8,LYZL6,5273.1/5464.8/5181.7,5205.8/6006.5/5288.1,5305.2,5488.7,0.049035,20868,38203,0.93857,0.82602,0.17398,0.34795,0.37403,True
FCRL4-7,FCRL4,3390.9/3732.4/3541.1,3660.3/3879.2/3563,3552.1,3698.5,0.058246,29311,24410,0.93694,0.82561,0.17439,0.34879,0.37451,True
DMRTC2-8,DMRTC2,9074.7/8245.2/8434.2,7440.3/8673.6/9000.4,8577.5,8343.5,-0.039888,189090,65356,0.91505,0.18008,0.81992,0.36016,0.38615,False
KRT9-4,KRT9,2186.6/2036.1/2190.4,2112.9/2487.8/2149.9,2136.5,2244.1,0.070859,7746.2,13844,0.91453,0.81978,0.18022,0.36044,0.38615,True
IL1F10-3,IL1F10,2262.2/2217.1/2098.1,2272.3/1835.1/2166.3,2191.4,2082.7,-0.07337,7191.2,14241,0.91093,0.18117,0.81883,0.36233,0.38775,False
IL1F10-2,IL1F10,1128.7/1098.9/1256.8,1171.7/1608.6/997.9,1159.5,1234.4,0.090249,7049.5,7006.9,0.89496,0.8146,0.1854,0.37081,0.39638,True
RPS9-6,RPS9,1003.3/1112.7/1064.9,1091.6/1068.7/827.41,1059.4,988.28,-0.1001,3010.2,6336.6,0.89291,0.18595,0.81405,0.37191,0.39711,False
POLR2F-4,POLR2F,2851/3108.2/2826.8,2943.3/2777.2/3455.1,2926,3045.3,0.057674,24336,19660,0.85141,0.80273,0.19727,0.39454,0.42082,True
NUP98-11,NUP98,4956.2/4894.1/4689.7,5321.1/4846.2/4855.6,4845.3,5002.8,0.046142,19447,34523,0.8477,0.8017,0.1983,0.39661,0.42255,True
POU4F2-9,POU4F2,2889.3/3209.8/3408.3,3493.6/3195.1/3165.2,3161.8,3281.3,0.053515,68672,21437,0.81636,0.79285,0.20715,0.4143,0.44091,True
KRT74-9,KRT74,6314.7/6488.8/6150,6672/5698.6/6100.1,6316.3,6144,-0.039889,28717,46424,0.79955,0.21199,0.78801,0.42397,0.4507,False
NPSR1-10,NPSR1,3575.7/3801.7/3637.8,3844/3582.4/3965.6,3670.5,3793.9,0.047706,13637,25320,0.77574,0.78105,0.21895,0.4379,0.465,True
KRT77-3,KRT77,4298.5/4005.8/4380.9,4517.7/4261.9/4298.9,4225.3,4358,0.044625,38878,29628,0.77133,0.77975,0.22025,0.44051,0.46725,True
NUP93-3,NUP93,3941.4/3644.7/3874.4,3344.1/3985.5/3787.4,3818,3695.7,-0.046953,24217,26459,0.75181,0.22608,0.77392,0.45217,0.47909,False
MAGEB3-3,MAGEB3,2383.8/2083.2/2779.2,2525.4/2104.2/2910.9,2398.7,2491.6,0.054803,122260,15752,0.74028,0.77043,0.22957,0.45913,0.48593,True
TAS2R13-3,TAS2R13,3290.4/3557.9/3399.7,3779.1/3500.1/3317.3,3414.2,3527.1,0.046923,18096,23355,0.73879,0.76998,0.23002,0.46004,0.48635,True
DMRTB1-1,DMRTB1,4353.1/4083.3/4184.6,4360.1/4235.1/4401.9,4205.6,4331.8,0.042657,18566,29474,0.73529,0.76892,0.23108,0.46216,0.48807,True
RPS19-1,RPS19,5768/5334.6/5173.1,5356.2/5933.4/5410.4,5419.5,5560.7,0.037105,94701,39124,0.71397,0.76238,0.23762,0.47525,0.50133,True
TAS2R13-4,TAS2R13,1825.7/1834.8/2105.3,1759.9/2058.9/1719.4,1917.7,1840,-0.059607,25268,12273,0.70097,0.24166,0.75834,0.48332,0.50929,False
TAS2R13-1,TAS2R13,1218.7/1078.5/1164.5,1466.3/1057.6/846.68,1152.5,1095,-0.073693,4997.9,6959.6,0.68852,0.24556,0.75444,0.49113,0.51695,False
COPZ1-9,COPZ1,5022.3/5223.8/4782,4809.5/5327.9/5283.3,5006.1,5134.7,0.036602,48920,35805,0.67993,0.75173,0.24827,0.49655,0.52208,True
KRT25-9,KRT25,3735.6/3749.1/3815.2,3388.3/4449.6/3861.6,3766.5,3875.7,0.041246,1818.1,26060,0.67684,0.75075,0.24925,0.49851,0.52357,True
KRT74-2,KRT74,6835.5/6856.4/7147.1,7633.9/6549.1/6287,6944.9,6799.2,-0.030577,30347,51616,0.64115,0.26071,0.73929,0.52143,0.54704,False
TPH2-1,TPH2,3107.6/3004.8/3036,3624.2/2474.9/3451.2,3049.2,3139.9,0.04229,2775.2,20586,0.63238,0.73643,0.26357,0.52714,0.55243,True
DMRTC2-5,DMRTC2,4625/4473/4621.9,5167.9/4332.2/4581.1,4572.7,4680.9,0.033731,7541.3,32362,0.60145,0.72623,0.27377,0.54754,0.57319,True
CYP7A1-6,CYP7A1,3622.6/3255/3717.1,4219.6/3543.6/2705.7,3525.8,3432.9,-0.038516,59642,24209,0.59715,0.2752,0.7248,0.55041,0.57556,False
RPL9-8,RPL9,1056/1504.2/1339.1,1150.1/1474.6/1407.3,1286.1,1336.4,0.055344,51683,7863.7,0.56759,0.71484,0.28516,0.57031,0.59573,True
KRT74-7,KRT74,4916/4849.8/5128.4,4875.2/4839.7/4857.5,4963.3,4857.5,-0.031083,21185,35464,0.56189,0.2871,0.7129,0.57419,0.59913,False
IL22-8,IL22,6088.7/6254.3/5896,6054.2/6381.8/5487.5,6077.9,5962.9,-0.027558,32156,44471,0.54542,0.29273,0.70727,0.58547,0.61023,False
MRGPRD-2,MRGPRD,3451.2/3366.8/3151.5,3337.8/3770.1/3128.6,3320.7,3401.9,0.034821,23901,22642,0.5393,0.70516,0.29484,0.58968,0.61396,True
LHX5-6,LHX5,2293.8/2385.2/2428.5,2476.8/2342.7/2113.3,2368.5,2306,-0.038581,4730.9,15531,0.50173,0.30793,0.69207,0.61586,0.64052,False
OTUD6A-6,OTUD6A,4743.7/4621.7/4731.5,4005.2/4915.5/4970.2,4698.6,4608.1,-0.028057,4514.8,33358,0.49558,0.3101,0.6899,0.62019,0.64433,False
LUZP4-1,LUZP4,1553.8/1482.1/1620.5,1461.8/1760.2/1584.5,1551.1,1597.5,0.042538,4791.3,9688.9,0.47185,0.68148,0.31852,0.63704,0.66111,True
RPS11-4,RPS11,3372.7/3223.6/3424.2,3691.8/2870.6/3301.9,3339.1,3270.8,-0.029797,10851,22782,0.45236,0.3255,0.6745,0.65101,0.67489,False
COPS2-8,COPS2,5083.5/5112/5483.3,5254.4/5474.9/5200.5,5223.2,5308.6,0.0234,49768,37544,0.44087,0.67035,0.32965,0.65931,0.68275,True
IL22-9,IL22,5789.1/6029.9/5708.4,5615.6/5680.1/5961.4,5840.9,5750.4,-0.022518,27977,42537,0.43867,0.33045,0.66955,0.6609,0.68367,False
PSMB2-24,PSMB2,3106.6/2918/2920.6,2811.8/3032.3/3288.5,2980.4,3038,0.027585,11698,20069,0.40628,0.65773,0.34227,0.68454,0.70736,True
RPS8-9,RPS8,8050.3/8269.2/7893.1,8807.5/7886/7848.4,8069.4,8168.9,0.01767,35679,61044,0.40252,0.65635,0.34365,0.6873,0.70945,True
PSMD6-16,PSMD6,2674.8/2668.7/2813.8,2697.5/2510/3113.1,2718.3,2762.3,0.02318,6737.7,18110,0.32729,0.62828,0.37172,0.74345,0.76658,True
LYZL6-1,LYZL6,7918.2/8436.3/8556.9,8700.3/8217.8/8232.7,8299.1,8380.7,0.014102,115170,62990,0.32485,0.62735,0.37265,0.74529,0.76691,True
CABP5-7,CABP5,3321/3489.6/3265.5,3572/3156.2/3211.4,3357.4,3308.2,-0.021278,13624,22921,0.32476,0.37268,0.62732,0.74536,0.76691,False
KRT77-8,KRT77,1280.9/1431.3/1118.3,1245.6/1374.7/1123.1,1270.4,1243.6,-0.030754,24565,7757.2,0.30447,0.38039,0.61961,0.76077,0.78193,False
KRT77-1,KRT77,6321.4/6188.7/5995.6,5758.8/6887.5/6093.4,6167.1,6229,0.014397,26842,45200,0.29096,0.61446,0.38554,0.77108,0.79168,True
RNASE9-10,RNASE9,4783.9/5086.2/5341.9,5418.3/4932.2/5019.4,5065.5,5119,0.015151,78074,36280,0.28082,0.61058,0.38942,0.77885,0.7988,True
MRGPRD-3,MRGPRD,6863.2/7105.7/6800.8,6962/6757.1/6860.1,6922,6859.2,-0.013134,25945,51426,0.27667,0.39102,0.60898,0.78204,0.80121,False
TGM6-4,TGM6,2267/2374.1/2291.5,2078.7/2217.9/2565.1,2310.4,2278.3,-0.020183,3150.1,15107,0.26125,0.39695,0.60305,0.7939,0.8125,False
OC90-8,OC90,2249.8/2279.9/2245.3,2087.7/2044.1/2592,2258.3,2228.1,-0.019392,354.73,14727,0.24856,0.40185,0.59815,0.8037,0.82165,False
KRT9-6,KRT9,5470.3/5403.8/5189,4946.4/5243.7/5756.2,5353,5305,-0.012981,21625,38588,0.24413,0.40357,0.59643,0.80713,0.82429,False
KRT25-1,KRT25,3811.2/3750.9/4053.3,3916.9/4009.5/3797,3869.6,3906.9,0.013809,25627,26858,0.22714,0.58984,0.41016,0.82031,0.83686,True
TAS2R13-6,TAS2R13,3397.6/3252.3/3272.7,2865.9/3918.9/3318.3,3306.9,3340.3,0.014476,6193.6,22537,0.2222,0.58792,0.41208,0.82416,0.83989,True
LHX5-1,LHX5,3117.1/3490.5/3412.7,3058.6/3665.6/3217.2,3336.1,3304.1,-0.013934,38826,22760,0.21262,0.41581,0.58419,0.83162,0.8466,False
NUP205-3,NUP205,4412.4/3868.2/4451.6,4266.4/3841.3/4755.4,4235.5,4271.5,0.012208,106460,29708,0.20887,0.58272,0.41728,0.83455,0.84852,True
RPS7-7,RPS7,3040.5/3054.7/3008.6,2890.2/3085/3042.8,3034.5,3004.8,-0.014185,556.41,20476,0.20755,0.41779,0.58221,0.83558,0.84852,False
NPHS2-9,NPHS2,5638.8/5483.2/5056.2,5612.9/5440.7/5004,5387,5346.3,-0.010958,91040,38862,0.20682,0.41808,0.58192,0.83615,0.84852,False
KRT74-5,KRT74,6294.6/6239.5/6258.2,6378.4/5963/6330.3,6264.1,6221.1,-0.0099242,783.55,45995,0.20026,0.42064,0.57936,0.84128,0.85281,False
RPL30-2,RPL30,4056.3/3894/4147.1,3776.4/3820.9/4429.9,4031.1,3998.4,-0.011771,16441,28112,0.19541,0.42253,0.57747,0.84507,0.85575,False
IL1F10-9,IL1F10,4544.5/4431.5/4578.6,4969.8/4622.5/4095.6,4517.8,4548.3,0.0097057,5930.8,31927,0.17071,0.56777,0.43223,0.86445,0.87446,True
VN1R2-3,VN1R2,3967.3/3598.6/3763.3,3852.1/4012.3/3543.7,3773.4,3797.7,0.0092581,34127,26113,0.15037,0.55976,0.44024,0.88047,0.88973,True
COPS2-1,COPS2,5988.2/5800/5989.8,6256.8/5603.4/5842.9,5925.3,5894.9,-0.0074208,11914,43225,0.14624,0.44186,0.55814,0.88373,0.89208,False
CABP5-9,CABP5,5015.5/5128.7/4847,4938.3/5033/4949.1,4995.7,4973.2,-0.0065006,20095,35722,0.11885,0.4527,0.5473,0.90539,0.91299,False
NUP98-3,NUP98,3696.3/3418.5/3611.8,3326.1/3411.4/3970.4,3573.6,3558.2,-0.0062227,20290,24575,0.098141,0.46091,0.53909,0.92182,0.92858,False
KRT77-2,KRT77,3162.1/3006.6/3024.5,3044.2/3163.6/3018.7,3063.6,3074.9,0.005284,7240.2,20695,0.078168,0.53115,0.46885,0.93769,0.94359,True
NUP93-5,NUP93,4574.2/4468.4/4867.2,4524.9/4667.8/4735.2,4633.6,4641.8,0.0025582,42687,32843,0.045388,0.5181,0.4819,0.9638,0.96884,True
TAAR1-1,TAAR1,3890.7/3915.3/4471.8,4503.3/3673.9/4132.2,4084,4089,0.0017448,108120,28525,0.02927,0.51168,0.48832,0.97665,0.98073,True
RNASE9-11,RNASE9,3632.2/3585.6/3826.8,3187.4/3958.7/3941.5,3680.1,3677.5,-0.0010109,16370,25394,0.01618,0.49355,0.50645,0.98709,0.99018,False
CABP5-5,CABP5,4521.6/4464.7/4721.4,4327.6/4569.8/4812.3,4567.9,4565.6,-7.298e-4,18184,32324,0.012852,0.49487,0.50513,0.98975,0.99181,False
RPS24-13,RPS24,4032.4/4121.2/3842.7,4279.9/4188/3559.1,3997,3995.7,-4.8177e-4,20249,27847,0.0079993,0.49681,0.50319,0.99362,0.99465,False
RPS27-2,RPS27,3849.5/3677/3712.8,3354/3498.3/4479,3745.7,3745.7,1.0588e-6,8285.5,25900,1.7085e-5,0.50001,0.49999,0.99999,0.99999,True
